index,file,EPI,Start,Stop,epi1,epi2,epi3,start1,start2,start3,stop1,stop2,stop3
250,s_82,HVF,182608,195691,DVF,HVF,HAS,195692,196535,197012,196534,197011,198862
251,s_82,HVF,230279,241259,DVF,HVF,HAS,241260,242100,242725,242099,242724,250549
252,s_82,HVF,264787,280002,DVF,HVF,HAS,280003,280830,281933,280829,281932,292598
253,s_82,HVF,330179,352864,DVF,HVF,HAS,352865,353705,354303,353704,354302,368157
254,s_82,HVF,400538,410718,DVF,HVF,HAS,410719,411560,411816,411559,411815,418393
255,s_82,HVF,454243,457299,DVF,HVF,HAS,457300,458125,458222,458124,458221,466125
256,s_82,HVF,489789,499718,DVF,HVF,HPE,499719,500560,500885,500559,500884,511225
257,s_82,HVF,560291,572812,DVF,HVF,HPR,572813,573655,573729,573654,573728,1201288
258,s_83,HVF,419341,427518,DVF,HVF,HAS,427519,428361,429741,428360,429740,431660
259,s_83,HVF,525686,536163,DVF,HVF,HAS,536164,537006,537992,537005,537991,543474
260,s_83,HVF,565310,574152,DVF,HVF,HAS,574153,574996,575901,574995,575900,578596
261,s_83,HVF,659900,668051,DVF,HVF,HAS,668052,668896,669910,668895,669909,672912
262,s_83,HVF,767029,775756,DVF,HVF,HAS,775757,776601,777528,776600,777527,783815
263,s_83,HVF,806760,816505,DVF,HVF,HAS,816506,817346,818460,817345,818459,824465
264,s_83,HVF,858042,866908,DVF,HVF,HAS,866909,867751,869089,867750,869088,874573
265,s_84,HVF,151773,191313,DVF,HVF,HAS,191314,192142,192743,192141,192742,205511
266,s_84,HVF,355695,455500,DVF,HVF,HAS,455501,456342,456986,456341,456985,462821
267,s_84,HVF,479078,496703,DVF,HVF,HAS,496704,497547,498195,497546,498194,506160
268,s_85,HVF,453562,464039,DVF,HVF,HPE,464040,464882,465453,464881,465452,475720
269,s_85,HVF,560747,571142,DVF,HVF,HAS,571143,571987,572676,571986,572675,576783
270,s_85,HVF,686942,697255,DVF,HVF,HPE,697256,698097,698889,698096,698888,708084
271,s_86,HVF,45603,56586,DVF,HVF,HAS,56587,57428,58707,57427,58706,72526
272,s_86,HVF,99292,111995,DVF,HVF,HAS,111996,112838,113908,112837,113907,132705
273,s_86,HVF,156823,168029,DVF,HVF,HAS,168030,168873,169527,168872,169526,187467
274,s_86,HVF,321226,330294,DVF,HVF,HPE,330295,331138,332384,331137,332383,347702
275,s_87,HVF,69317,90349,DVF,HVF,HAS,90350,91190,91798,91189,91797,98578
276,s_87,HVF,136143,144519,DVF,HVF,HAS,144520,145360,145846,145359,145845,156513
277,s_89,HVF,149004,156877,DVF,HVF,HAS,156878,157719,158384,157718,158383,165354
278,s_90,HVF,1956,12475,DVF,HVF,HAS,12476,13306,13807,13305,13806,27581
279,s_90,HVF,142708,156966,DVF,HVF,HAS,156967,157811,158527,157810,158526,170139
280,s_90,HVF,207764,221363,DVF,HVF,HAS,221364,222206,222991,222205,222990,231465
281,s_90,HVF,265647,275181,DVF,HVF,HPE,275182,276011,276539,276010,276538,278985
282,s_90,HVF,278986,286909,DVF,HVF,HPE,286910,287751,288363,287750,288362,326427
284,s_91,HVF,103916,106803,DVF,HVF,HAS,106804,107647,108358,107646,108357,115857
285,s_91,HVF,255744,264416,DVF,HVF,HPE,264417,265257,265929,265256,265928,282606
286,s_91,HVF,831295,841555,DVF,HVF,HPE,841556,842397,842547,842396,842546,853997
287,s_91,HVF,941674,951031,DVF,HVF,HPE,951032,951872,951948,951871,951947,960176
288,s_91,HVF,1015817,1026920,DVF,HVF,HPE,1026921,1027761,1027806,1027760,1027805,1039745
289,s_92,HVF,1,1446,DVF,HVF,HAS,1447,2291,2990,2290,2989,10412
290,s_92,HVF,77536,87971,DVF,HVF,HAS,87972,88811,89861,88810,89860,104164
291,s_92,HVF,631270,641541,DVF,HVF,HPE,641542,642371,642788,642370,642787,650104
292,s_93,HVF,1,493,DVF,HVF,HAS,494,1338,2495,1337,2494,8385
293,s_93,HVF,205831,217620,DVF,HVF,HAS,217621,218463,219149,218462,219148,228787
294,s_94,HVF,1,1241,DVF,HVF,HAS,1242,2071,2537,2070,2536,13787
295,s_94,HVF,48586,59152,DVF,HVF,HAS,59153,59996,60272,59995,60271,62057
296,s_95,HVT,282688,292539,DVT,HVT,HAS,292540,293368,293880,293367,293879,301823
297,s_95,HVT,358223,368685,DVT,HVT,HAS,368686,369528,369982,369527,369981,375854
298,s_96,HVF,43308,52661,DVF,HVF,HAS,52662,53505,54358,53504,54357,60030
299,s_96,HVF,251819,260715,DVF,HVF,HAS,260716,261560,262300,261559,262299,263427
300,s_97,HVF,11783,20260,DVF,HVF,HAS,20261,21104,21804,21103,21803,29335
301,s_98,HVF,1,493,DVF,HVF,HAS,494,1338,2396,1337,2395,8998
302,s_98,HVF,205831,217620,DVF,HVF,HAS,217621,218463,219217,218462,219216,228787
303,s_100,HVF,199117,215529,DVF,HVF,HPE,215530,216357,217033,216356,217032,249303
304,s_100,HVF,254964,275340,DVF,HVF,HPE,275341,276182,276738,276181,276737,307727
305,s_101,HVF,318829,327738,DVF,HVF,HAS,327739,328578,329305,328577,329304,364873
306,s_103,HVF,53205,69369,DVF,HVF,HAS,69370,70210,70564,70209,70563,78277
307,s_103,HVF,122462,131091,DVF,HVF,HAS,131092,131935,131986,131934,131985,139174
308,s_103,HVF,188346,197461,DVF,HVF,HAS,197462,198290,198310,198289,198309,206087
309,s_104,HVF,1,1743,DVF,HVF,HPE,1744,2585,3606,2584,3605,14436
310,s_104,HVF,134364,144384,DVF,HVF,HAS,144385,145225,145762,145224,145761,156338
311,a_162,HVF,62,1856,DVF,HVF,HAS,1857,2696,3276,2695,3275,7895
312,a_162,HVF,147573,152047,DVF,HVF,HAS,152048,152891,153786,152890,153785,161178
313,a_170,HVT,227651,277282,DVT,HVT,HPR,277283,278113,279097,278112,279096,884766
314,a_173,HVT,559221,573992,DVT,HVT,HPE,573993,574836,575296,574835,575295,578006
315,a_173,HVT,710096,713284,DVT,HVT,HPE,713285,714111,714623,714110,714622,716792
316,a_173,HVF,941348,948562,DVF,HVF,HPE,948563,949406,949753,949405,949752,952360
317,a_173,HVF,1063336,1072889,DVF,HVF,HAS,1072890,1073731,1074077,1073730,1074076,1077347
318,a_176,HVF,159695,256206,DVF,HVF,HAS,256207,257048,257917,257047,257916,263074
319,a_176,HVF,578932,594166,DVF,HVF,HPR,594167,595008,595949,595007,595948,1100066
320,a_181,HVF,453478,465930,DVF,HVF,HAS,465931,466770,467670,466769,467669,474371
321,a_181,HPE,603494,606195,DPE,HPE,HAS,606196,607035,607480,607034,607479,614036
322,a_181,HVF,708736,715844,DVF,HVF,HPE,715845,716670,717061,716669,717060,721867
323,a_181,HPE,853842,888351,DPE,HPE,HAS,888352,889180,889491,889179,889490,896242
324,a_186,HVF,130427,137372,DVF,HVF,HPR,137373,138201,138629,138200,138628,189636
325,l_212,HVF,1,1333,DVF,HVF,HPE,1334,2175,2476,2174,2475,5355
326,l_212,HVF,15130,25466,DVF,HVF,HPE,25467,26310,26558,26309,26557,27177
327,l_212,HVF,85415,95890,DVF,HVF,HPE,95891,96735,96851,96734,96850,97282
328,l_212,HVF,115006,119338,DVF,HVF,HPE,119339,120180,120537,120179,120536,120640
329,l_216,HVF,12275,22221,DVF,HVF,HAS,22222,23050,23555,23049,23554,25035
330,l_216,HVF,85163,93601,DVF,HVF,HAS,93602,94445,94918,94444,94917,97286
331,l_216,HVF,110889,117058,DVF,HVF,HAS,117059,117900,118396,117899,118395,120605
332,l_216,HVF,131302,159706,DVF,HVF,HAS,159707,160535,161136,160534,161135,171422
333,l_216,HVF,191536,197265,DVF,HVF,HAS,197266,198110,198639,198109,198638,208328
334,l_216,HVF,217854,245237,DVF,HVF,HAS,245238,246065,246415,246064,246414,249008
335,l_216,HVF,269660,277238,DVF,HVF,HPE,277239,278065,278290,278064,278289,281105
336,l_216,HVF,330593,339990,DVF,HVF,HAS,339991,340835,341184,340834,341183,348420
337,l_216,HVF,360056,362454,DVF,HVF,HPE,362455,363295,363526,363294,363525,365115
338,l_216,HVF,396722,404192,DVF,HVF,HAS,404193,405020,405234,405019,405233,408272
339,l_216,HVF,442180,449259,DVF,HVF,HAS,449260,450100,450431,450099,450430,460282
340,l_216,HVF,474634,481855,DVF,HVF,HAS,481856,482695,482823,482694,482822,484420
341,l_216,HVF,507427,515831,DVF,HVF,HAS,515832,516660,516818,516659,516817,528401
342,l_220,HVF,6007,13201,DVF,HVF,HAS,13202,14042,14927,14041,14926,19916
343,l_220,HVF,19917,34614,DVF,HVF,HAS,34615,35457,36016,35456,36015,39371
344,l_220,HAS,45445,47260,DAS,HAS,HVF,47261,48102,48613,48101,48612,68009
345,l_220,HVF,96290,106477,DVF,HVF,HAS,106478,107307,107677,107306,107676,111862
346,l_220,HVF,734638,742474,DVF,HVF,HAS,742475,743317,743768,743316,743767,746237
347,l_220,HVF,793729,801668,DVF,HVF,HAS,801669,802512,802863,802511,802862,810473
348,l_220,HVF,810474,824211,DVF,HVF,HAS,824212,825052,825522,825051,825521,829801
349,l_226,HVF,82724,131747,DVF,HVF,HAS,131748,132575,133004,132574,133003,180174
350,l_226,HVF,220718,227304,DVF,HVF,HAS,227305,228145,228543,228144,228542,238003
351,l_226,HVF,329851,341743,DVF,HVF,HAS,341744,342570,342975,342569,342974,347221
352,l_226,HVF,347222,354809,DVF,HVF,HAS,354810,355635,356037,355634,356036,369352
353,l_226,HVF,412245,421980,DVF,HVF,HAS,421981,422825,423140,422824,423139,426787
354,l_226,HVF,509227,522498,DVF,HVF,HAS,522499,523325,523712,523324,523711,531006
355,s_245,HVF,58,3537,DVF,HVF,HAS,3538,4378,4917,4377,4916,12316
356,s_245,HVT,221732,233126,DVT,HVT,HAS,233127,233968,234518,233967,234517,238267
357,s_245,HVF,390257,400321,DVF,HVF,HPE,400322,401163,401717,401162,401716,412057
358,s_245,HVF,443011,453002,DVF,HVF,HPE,453003,453843,453893,453842,453892,475060
359,s_245,HVF,565408,579023,DVF,HVF,HAS,579024,579868,580736,579867,580735,584781
360,s_253,HVF,193,4894,DVF,HVF,HAS,4895,5735,6547,5734,6546,16237
361,s_253,HVF,140338,152506,DVF,HVF,HAS,152507,153350,153882,153349,153881,161403
362,s_257,HVF,96,6439,DVF,HVF,HAS,6440,7281,7396,7280,7395,31345
363,s_259,HVF,328001,361606,DVF,HVF,HPE,361607,362449,363104,362448,363103,383365
364,s_259,HVF,383366,395892,DVF,HVF,HPE,395893,396734,397021,396733,397020,399809
365,a_270,HVF,98467,108843,DVF,HVF,HAS,108844,109684,110296,109683,110295,112930
366,a_270,HVF,206525,214821,DVF,HVF,HAS,214822,215649,216301,215648,216300,219615
367,a_270,HVF,318591,326808,DVF,HVF,HAS,326809,327649,328200,327648,328199,331472
368,a_271,HVF,1,721,DVF,HVF,HAS,722,1562,2833,1561,2832,3600
369,a_271,HVF,219662,228147,DVF,HVF,HAS,228148,228977,229576,228976,229575,229756
370,a_271,HVF,336386,341156,DVF,HVF,HPE,341157,341997,342632,341996,342631,350673
371,a_271,HVF,350674,359840,DVF,HVF,HAS,359841,360682,361137,360681,361136,365448
372,a_271,HPE,476995,479771,DPE,HPE,HAS,479772,480612,481141,480611,481140,485427
373,a_271,HVF,685613,690237,DVF,HVF,HPE,690238,691082,691186,691081,691185,698077
374,a_271,HVF,698078,702614,DVF,HVF,HPE,702615,703457,703790,703456,703789,720964
375,a_271,HVT,841098,850657,DVT,HVT,HPE,850658,851502,851737,851501,851736,855600
376,a_275,HVF,289345,299161,DVF,HVF,HPE,299162,300005,300494,300004,300493,315420
377,a_275,HVF,409476,414764,DVF,HVF,HPE,414765,415605,416143,415604,416142,435513
378,a_279,HVF,89581,96981,DVF,HVF,HAS,96982,97824,98798,97823,98797,99911
379,a_282,HVF,2900,14468,DVF,HVF,HAS,14469,15308,16335,15307,16334,19694
380,a_282,HVF,95650,96640,DVF,HVF,HPE,96641,97483,97861,97482,97860,104538
381,a_282,HVF,342937,347763,DVF,HVF,HPR,347764,348603,348678,348602,348677,439146
382,a_284,HVF,1,23608,DVF,HVF,HAS,23609,24450,25207,24449,25206,36726
383,a_287,HVF,106212,113607,DVF,HVF,HAS,113608,114437,115055,114436,115054,117845
384,a_287,HVF,221972,232454,DVF,HVF,HAS,232455,233297,233821,233296,233820,235990
385,a_287,HVF,336512,343361,DVF,HVF,HPE,343362,344202,345244,344201,345243,358595
386,a_287,HVF,723462,774395,DVF,HVF,HPE,774396,775227,775949,775226,775948,788710
387,a_291,HVF,134968,149569,DVF,HVF,HAS,149570,150398,150860,150397,150859,155737
388,a_291,HVF,249924,260853,DVF,HVF,HAS,260854,261693,262138,261692,262137,266225
389,a_291,HVF,356170,361479,DVF,HVF,HAS,361480,362323,362997,362322,362996,366472
390,a_291,HVF,447510,474249,DVF,HVF,HAS,474250,475078,475675,475077,475674,481739
391,a_291,HVF,576941,582694,DVF,HVF,HPE,582695,583538,584409,583537,584408,600967
392,a_291,HVF,697051,700898,DVF,HVF,HAS,700899,701728,702127,701727,702126,704115
393,a_292,HVF,110716,118312,DVF,HVF,HAS,118313,119142,119632,119141,119631,122808
394,a_292,HVF,217350,223665,DVF,HVF,HAS,223666,224507,225198,224506,225197,227383
395,a_292,HVF,441101,450834,DVF,HVF,HPE,450835,451677,452138,451676,452137,457203
396,a_295,HVF,153529,158529,DVF,HVF,HAS,158530,159373,160605,159372,160604,163087
397,a_295,HVF,306596,316686,DVF,HVF,HAS,316687,317528,318427,317527,318426,322946
398,a_295,HVF,454003,459324,DVF,HVF,HAS,459325,460153,460903,460152,460902,465504
399,a_295,HPE,555725,567981,DPE,HPE,HAS,567982,568823,569443,568822,569442,572531
400,a_297,HVF,102029,109118,DVF,HVF,HAS,109119,109959,110254,109958,110253,118069
401,a_298,HPE,114585,138063,DPE,HPE,HAS,138064,138907,139816,138906,139815,143316
402,a_299,HVF,537121,548404,DVF,HVF,HAS,548405,549245,550501,549244,550500,551007
403,a_299,HPE,937612,949061,DPE,HPE,HAS,949062,949905,950891,949904,950890,954729
404,a_302,HVF,119163,127156,DVF,HVF,HAS,127157,127998,129441,127997,129440,133114
405,a_302,HVF,231712,239544,DVF,HVF,HPR,239545,240373,241555,240372,241554,265979
406,a_304,HVF,75151,82983,DVF,HVF,HAS,82984,83824,84687,83823,84686,98397
407,a_304,HVF,221671,228644,DVF,HVF,HAS,228645,229484,230190,229483,230189,236991
408,a_306,HVF,94428,99506,DVF,HVF,HPE,99507,100348,101265,100347,101264,106423
409,a_306,HVF,282692,292287,DVF,HVF,HPE,292288,293128,294078,293127,294077,296881
410,a_306,HPE,297723,302408,DPE,HPE,HPR,302409,303253,303654,303252,303653,315962
411,a_306,HVF,625889,633004,DVF,HVF,HAS,633005,633848,634714,633847,634713,643608
412,a_306,HVT,1331944,1335999,DVT,HVT,HPR,1336000,1336828,1337421,1336827,1337420,1341870
413,a_306,HVT,1409305,1417633,DVT,HVT,HPR,1417634,1418478,1419342,1418477,1419341,1440448
414,a_306,HVT,1440449,1449824,DVT,HVT,HPR,1449825,1450653,1451138,1450652,1451137,1494123
415,a_306,HVT,1494124,1505486,DVT,HVT,HPR,1505487,1506328,1506757,1506327,1506756,1541131
416,a_306,HVT,1541132,1551168,DVT,HVT,HPR,1551169,1551993,1552125,1551992,1552124,1557500
417,l_311,HVF,106241,115342,DVF,HVF,HPE,115343,116185,116604,116184,116603,118873
418,l_313,HVF,309090,327241,DVF,HVF,HAS,327242,328085,328761,328084,328760,329908
420,l_313,HVF,576181,582901,DVF,HVF,HPE,582902,583745,584145,583744,584144,595162
421,l_313,HVF,659535,675008,DVF,HVF,HPE,675009,675835,676397,675834,676396,683359
422,l_313,HVF,935360,948206,DVF,HVF,HAS,948207,949050,949320,949049,949319,957013
423,l_313,HVF,981633,989925,DVF,HVF,HAS,989926,990765,991034,990764,991033,996717
424,l_313,HVF,1162512,1171390,DVF,HVF,HAS,1171391,1172235,1172472,1172234,1172471,1179264
425,l_318,HVF,4678,13837,DVF,HVF,HPE,13838,14681,14881,14680,14880,16910
426,l_318,HVF,195742,203176,DVF,HVF,HPE,203177,204016,204327,204015,204326,215790
427,l_318,HVF,215791,229908,DVF,HVF,HPE,229909,230736,231120,230735,231119,235079
428,l_320,HVF,189346,199131,DVF,HVF,HAS,199132,199960,201095,199959,201094,232458
429,l_321,HVF,329131,341795,DVF,HVF,HPR,341796,342636,343484,342635,343483,349566
430,l_321,HVF,349567,367091,DVF,HVF,HPR,367092,367921,368614,367920,368613,570270
431,l_322,HVF,54097,64052,DVF,HVF,HAS,64053,64881,65375,64880,65374,66297
432,l_322,HVF,277528,302347,DVF,HVF,HAS,302348,303191,303834,303190,303833,307410
433,l_322,HVF,311647,315402,DVF,HVF,HAS,315403,316246,316769,316245,316768,321325
434,l_322,HVF,663588,675648,DVF,HVF,HAS,675649,676491,676982,676490,676981,682480
435,l_322,HPE,682481,689528,DPE,HPE,HAS,689529,690356,690958,690355,690957,702796
436,l_323,HVF,1,2121,DVF,HVF,HVT,2122,2947,3698,2946,3697,13417
437,l_323,HVT,3698,13412,DVT,HVT,HAS,13413,14242,14974,14241,14973,23736
438,l_323,HVF,111290,118968,DVF,HVF,HAS,118969,119812,120731,119811,120730,125563
439,l_324,HVF,281358,292822,DVF,HVF,HAS,292823,293665,294781,293664,294780,301591
440,l_325,HVF,86969,94407,DVF,HVF,HPE,94408,95250,96239,95249,96238,106483
441,l_326,HVF,13618,21982,DVF,HVF,HAS,21983,22823,23667,22822,23666,29762
442,l_326,HVF,69339,77885,DVF,HVF,HAS,77886,78728,79460,78727,79459,79862
443,l_326,HVF,83175,91111,DVF,HVF,HAS,91112,91953,92864,91952,92863,95786
444,l_326,HVF,108821,123456,DVF,HVF,HAS,123457,124298,124768,124297,124767,130130
445,l_326,HVF,142336,153397,DVF,HVF,HAS,153398,154238,154856,154237,154855,155454
446,l_326,HVF,210628,228439,DVF,HVF,HAS,228440,229283,230096,229282,230095,243850
447,l_326,HVF,306101,317218,DVF,HVF,HAS,317219,318063,318657,318062,318656,320146
448,l_326,HVF,327835,332459,DVF,HVF,HAS,332460,333303,334013,333302,334012,338946
449,l_331,HVF,679678,693033,DVF,HVF,HAS,693034,693858,694555,693857,694554,700800
450,l_332,HVF,10663,19225,DVF,HVF,HAS,19226,20068,20926,20067,20925,35633
451,l_332,HVF,277063,289314,DVF,HVF,HPE,289315,290143,290736,290142,290735,294468
452,l_332,HVF,294469,309578,DVF,HVF,HPE,309579,310418,310932,310417,310931,317332
453,l_332,HVF,378300,391401,DVF,HVF,HPR,391402,392228,392441,392227,392440,404929
454,l_332,HVF,420924,427852,DVF,HVF,HPE,427853,428678,429037,428677,429036,431428
455,l_332,HVT,431429,441297,DVT,HVT,HAS,441298,442138,442794,442137,442793,447049
456,l_332,HVF,543297,561561,DVF,HVF,HPE,561562,562388,563100,562387,563099,569176
457,l_332,HVF,666644,680950,DVF,HVF,HPE,680951,681793,682002,681792,682001,685694
458,l_335,HVF,1,2084,DVF,HVF,HAS,2085,2925,3318,2924,3317,19502
459,l_335,HVF,51463,61466,DVF,HVF,HAS,61467,62295,62566,62294,62565,87652
460,l_335,HVF,118075,128021,DVF,HVF,HPE,128022,128850,129660,128849,129659,145335
461,l_335,HVF,698751,709217,DVF,HVF,HPE,709218,710060,710431,710059,710430,749910
462,l_335,HVF,885410,888027,DVF,HVF,HPE,888028,888855,889149,888854,889148,912812
463,l_336,HVF,1,5876,DVF,HVF,HAS,5877,6719,7423,6718,7422,12202
464,l_336,HVF,65509,69578,DVF,HVF,HAS,69579,70404,71157,70403,71156,78112
465,l_336,HVF,187116,202472,DVF,HVF,HAS,202473,203299,204022,203298,204021,206548
466,l_336,HVF,285116,298075,DVF,HVF,HAS,298076,298919,299475,298918,299474,301232
467,l_336,HVF,467495,481141,DVF,HVF,HPE,481142,481969,482686,481968,482685,574533
468,l_339,HVF,71670,82138,DVF,HVF,HAS,82139,82981,83641,82980,83640,91879
469,l_339,HVF,107006,118923,DVF,HVF,HAS,118924,119766,120234,119765,120233,122083
470,l_339,HVF,168329,170078,DVF,HVF,HAS,170079,170921,171270,170920,171269,175398
471,l_342,HVF,237349,247490,DVF,HVF,HPE,247491,248334,248924,248333,248923,307251
472,l_342,HVF,307252,323654,DVF,HVF,HPE,323655,324494,325033,324493,325032,333682
473,l_342,HVF,357669,375333,DVF,HVF,HPE,375334,376174,376428,376173,376427,379461
474,l_342,HVF,544374,556783,DVF,HVF,HPE,556784,557624,557942,557623,557941,572274
475,l_342,HVF,680779,692515,DVF,HVF,HPE,692516,693344,693734,693343,693733,695543
476,l_343,HVF,17918,24588,DVF,HVF,HAS,24589,25431,25733,25430,25732,27039
477,l_343,HVF,86920,105290,DVF,HVF,HAS,105291,106132,106634,106131,106633,122595
478,l_345,HVF,1,2074,DVF,HVF,HAS,2075,2916,2967,2915,2966,11685
479,l_345,HVF,17778,26622,DVF,HVF,HAS,26623,27466,27578,27465,27577,33449
480,l_345,HVF,33450,52114,DVF,HVF,HAS,52115,52956,53013,52955,53012,59727
481,l_345,HVF,675564,685371,DVF,HVF,HPE,685372,686216,686527,686215,686526,694470
482,l_345,HVF,751428,755497,DVF,HVF,HPE,755498,756341,756690,756340,756689,765029
483,l_346,HVF,168304,186463,DVF,HVF,HPE,186464,187305,187866,187304,187865,212500
484,l_349,HVF,173836,187648,DVF,HVF,HPE,187649,188490,189491,188489,189490,204982
485,l_349,HVF,215554,221803,DVF,HVF,HPE,221804,222645,223404,222644,223403,237367
486,l_349,HVF,247217,255668,DVF,HVF,HPE,255669,256510,257101,256509,257100,269134
487,l_350,HVF,144386,158874,DVF,HVF,HAS,158875,159700,160378,159699,160377,169767
488,l_357,HVF,1,3454,DVF,HVF,HAS,3455,4297,4769,4296,4768,27109
489,s_360,HVF,148126,158144,DVF,HVF,HAS,158145,158985,160255,158984,160254,166279
490,s_360,HVF,226980,237575,DVF,HVF,HPE,237576,238415,238745,238414,238744,250191
491,s_363,HVF,6837,15120,DVF,HVF,HAS,15121,15950,17082,15949,17081,25091
492,s_366,HVF,290120,304147,DVF,HVF,HAS,304148,304988,305145,304987,305144,319790
493,s_375,HVF,1,4102,DVF,HVF,HPE,4103,4947,5174,4946,5173,15355
494,s_375,HVF,121417,129675,DVF,HVF,HAS,129676,130517,130913,130516,130912,167224
495,s_375,HVF,243040,255142,DVF,HVF,HAS,255143,255987,256741,255986,256740,270077
496,s_375,HVF,335895,360975,DVF,HVF,HAS,360976,361817,362594,361816,362593,370340
497,s_381,HVF,497504,505389,DVF,HVF,HPE,505390,506219,506877,506218,506876,537259
498,s_382,HVF,1,8050,DVF,HVF,HAS,8051,8891,10039,8890,10038,31095
499,s_382,HVF,120088,132470,DVF,HVF,HAS,132471,133301,134029,133300,134028,153908
500,s_387,HVF,437556,447417,DVF,HVF,HPE,447418,448246,449017,448245,449016,464622
501,s_390,HVF,633627,645873,DVF,HVF,HAS,645874,646714,647455,646713,647454,656529
